epoch_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,participant,label,category
1789122978923,-1.614140539495647,-9.260772606006265,-4.841374739782512,-53.97692229348143,36.139808143912255,-5.134282227402557,user,squat,heavy
1789122978938,-1.6726485503047703,-9.094972971996665,-5.185989848980308,-40.5286725536036,35.6412555609201,-11.741267645528461,user,squat,heavy
1789122978954,-1.507748057091981,-9.258975785717368,-5.961860824474692,-22.39792174142641,35.75685651262257,-16.16576002947788,user,squat,heavy
1789122978971,-1.3693334928099066,-9.409661437225342,-6.043862231335043,-3.669165242412979,28.72891970575961,-22.0804579638988,user,squat,heavy
1789122978988,-1.2804487561766058,-9.810540577697754,-5.862950952911377,33.32830079095449,9.365543437090437,-35.36523737127613,user,squat,heavy
1789122979004,-1.8058262368466704,-10.164134235382079,-5.371690699768066,43.275095033960305,17.330110915026417,-46.103961312693656,user,squat,heavy
1789122979021,-1.8327610785886643,-10.351031602478027,-4.663305699047446,35.851816632653254,34.4084064157328,-50.702249567621344,user,squat,heavy
1789122979037,-0.9518446148527786,-10.32394661167562,-3.688267365209758,23.838038099619624,39.53062823660841,-50.55062619823623,user,squat,heavy
1789122979054,-0.933439043459855,-10.842141633495688,-4.208257746013999,20.095637434491653,36.72749811066767,-55.189215984361574,user,squat,heavy
1789122979071,-1.1979982538418843,-10.882394733428955,-4.726004439544678,27.399165544175457,36.55923981555899,-64.746020086138,user,squat,heavy
1789122979088,-0.9681550508721556,-10.650007534790038,-5.387552285766601,40.92719360110633,37.18156908669011,-73.25002224434324,user,squat,heavy
1789122979104,-0.3507502509519458,-10.184783640179038,-5.353733602795004,62.574416081045804,36.07070712007924,-80.94508411800886,user,squat,heavy
1789122979121,-0.11477171329017728,-10.140940406799317,-5.100547361755371,73.3550568933997,33.12607255000876,-85.6150825290325,user,squat,heavy
1789122979137,0.5050271318849175,-9.898975232475996,-4.416852565655112,77.83338653593445,33.41948381637416,-84.39954791339119,user,squat,heavy
1789122979154,0.8304889200624078,-9.912293563732504,-3.793013103319704,73.90473685742398,37.13369970589208,-81.17776134227452,user,squat,heavy
1789122979171,0.7285857849672436,-9.958232892608642,-3.668514909252524,70.46353045922065,42.99194954191743,-87.52858734576826,user,squat,heavy
1789122979188,0.7897874187745153,-9.414897584313154,-3.8628941565364596,72.64039370997376,41.61533174489053,-92.52241868572055,user,squat,heavy
1789122979204,2.271948030145466,-9.069535163879394,-4.011933209881186,88.35894710354505,25.97180456425724,-89.51670514899723,user,squat,heavy
1789122979221,2.559401866967976,-8.776993648529052,-4.053532463726401,94.31414805974416,26.787798726662203,-82.45923460416314,user,squat,heavy
1789122979237,2.724601635388285,-8.40843564594686,-3.2128686980649825,90.52164454195955,32.557732509172,-78.90483148084519,user,squat,heavy
1789122979254,2.7536311843872068,-8.655636967357992,-2.624941968370974,84.53339913055594,24.76568877948137,-77.74276358602673,user,squat,heavy
1789122979271,2.8362311416625974,-8.729258668407798,-2.565237148992717,75.82352824057733,28.38903924737602,-78.13879844467158,user,squat,heavy
1789122979287,3.00068286819458,-8.89999517429769,-2.9067100146420297,72.46212577263643,28.79403872930651,-78.82594279593154,user,squat,heavy
1789122979305,3.447351407678425,-9.444975911712646,-3.292625248607993,74.16274725332121,22.574038169175186,-75.93521549388538,user,squat,heavy
1789122979322,3.247585206659138,-9.700407885852455,-3.3210566855832933,73.00369830211591,25.037207582009593,-78.58314323131593,user,squat,heavy
1789122979338,2.6632503639772533,-10.00491982498169,-3.1364041748046874,71.77271379857201,28.807012673634947,-87.6211910505353,user,squat,heavy
1789122979355,2.9091046546936035,-10.188674217876791,-3.038540962750092,69.72721557612577,36.27598845558397,-95.75369238959438,user,squat,heavy
1789122979372,3.0211835121706128,-10.340257110485434,-2.8847137252807618,56.62829244625366,59.235321010934165,-97.87753288182067,user,squat,heavy
1789122979388,2.9846710600703954,-10.392031136864423,-2.7952300729062407,52.26704249137668,64.95940885618754,-105.82285971686473,user,squat,heavy
1789122979405,3.4386724266603585,-10.065971967315674,-2.499695915078558,67.43195782629967,31.48448780941497,-118.60780588078052,user,squat,heavy
1789122979422,3.9552217271000143,-9.712678753882646,-2.5836423185268416,83.31694926956582,10.630055631722625,-123.8533501822153,user,squat,heavy
1789122979438,4.1570828545719385,-8.876951567840576,-2.811690455914987,98.33321578248724,4.0626251197407335,-131.39381072401767,user,squat,heavy
1789122979455,4.527585561481118,-7.972840581402182,-2.190544223852083,112.4607380806066,3.3270762850499485,-138.94502198357364,user,squat,heavy
1789122979472,5.015702840423583,-7.643039887237548,-1.7199341061580926,113.19929326574925,4.082795949020251,-139.13069384597128,user,squat,heavy
