epoch_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,participant,label,category
1788983389603,-0.4513073052003979,-4.438850170190632,-7.909544459533691,0.3438875115901391,-19.96860616121317,8.773617899275976,user,row,heavy
1788983389619,-0.3788827780459076,-4.569483506011963,-7.855076371765136,-0.4063764320589098,-24.977390492805917,16.42818272757894,user,row,heavy
1788983389635,-0.4595374464724213,-4.758925004632771,-7.934982852172851,8.767894200751504,-30.932410448992005,16.607260042332918,user,row,heavy
1788983389652,-1.2349595822207629,-4.590732045745849,-8.253112397766113,24.485481976328888,-42.74995935471846,18.327105090436717,user,row,heavy
1788983389669,-1.1100121100161224,-4.613477253778279,-7.462128024291991,43.90301481492709,-51.1378243913714,43.76846008827784,user,row,heavy
1788983389685,-0.6064815002992748,-4.281431118774414,-6.814496475219726,51.60298076441678,-77.60005361350848,48.33786347320554,user,row,heavy
1788983389702,-0.8411134091250598,-4.7946880996704095,-6.383839451599121,52.051744683454125,-91.18661126898448,35.816460158414685,user,row,heavy
1788983389719,-2.337788721930236,-4.507982450866699,-6.68446139755249,42.89460227077182,-91.2519761793415,37.09989026950051,user,row,heavy
1788983389735,-2.828300787054747,-4.084059119415283,-6.396857923126221,34.88436473295055,-77.59666583968016,45.70088794410911,user,row,heavy
1788983389752,-2.27598824544698,-4.0352772605896,-6.376506624493002,28.980851233295528,-80.38047336045892,51.7307087169906,user,row,heavy
1788983389769,-1.837400721088052,-3.6743516525819895,-6.394014808654785,40.43525605632533,-102.6828305101131,61.4707804545768,user,row,heavy
1788983389785,-1.9120695931032297,-3.3584660865232348,-6.30108927219808,64.45049146112989,-130.84119377865028,71.02639268834307,user,row,heavy
1788983389802,-3.132214906421304,-3.4169749741151927,-6.1082069854736325,90.5820165840333,-151.56807217359264,73.17119503113213,user,row,heavy
1788983389819,-4.460398277392983,-3.413084104156494,-5.371241786956787,88.30424411848242,-158.9141591919948,68.56419828501268,user,row,heavy
1788983389836,-4.682759756579995,-3.433584455871582,-5.265448001098632,79.46906657799077,-158.396799683123,63.56952000160331,user,row,heavy
1788983389852,-4.429423293414712,-2.900575311279297,-5.38889843967855,82.38070108908633,-166.0880161602859,70.51787827444645,user,row,heavy
1788983389869,-5.182399715533852,-2.6503812377929687,-5.339219339752197,92.8635866347627,-178.27267748861678,79.51314178870486,user,row,heavy
1788983389885,-6.017676819720864,-2.6879402763366698,-5.150076824077964,95.46647610480618,-186.34780523864777,81.83699754058581,user,row,heavy
1788983389901,-7.313837158966064,-3.0597897216796874,-5.017198047417402,87.21666626675211,-188.8586647398145,77.13280720257707,user,row,heavy
