epoch_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,participant,label,category
1789040763190,-9.067740681678057,1.780538175931014,-5.691017053930461,105.29600624504663,-16.74365550496349,9.764143031768626,user,rest,medium
1789040763206,-9.494356905475259,1.5786770484590902,-5.636997586712241,128.10129071385634,-24.980375285473208,10.475529431940256,user,rest,medium
1789040763223,-8.123226957702636,1.114201825924078,-3.2264857200071213,124.81855153458648,-21.73058323121219,18.163040531478423,user,rest,medium
1789040763240,-7.3949419092476365,0.8268977043371414,-2.077418560735881,104.15676484243434,-11.101158538214145,35.81050081836385,user,rest,medium
1789040763256,-7.354838446918129,0.7791631215081084,-1.9174559623166918,95.23475510702431,-11.17321020376861,42.683914840539025,user,rest,medium
1789040763273,-8.505252344623207,0.32396568613452836,-2.6888375174373387,100.80151637493562,-21.775389272167473,38.037518148192355,user,rest,medium
1789040763290,-8.804377914538978,0.052073959173634644,-3.1389474295467137,113.35343014474893,-37.34409002289598,26.920294151276693,user,rest,medium
1789040763306,-8.61149504329264,0.13123229722832327,-3.188328423309326,116.5711390929311,-41.9089342565527,25.61155989686326,user,rest,medium
1789040763323,-8.601619545966386,0.23403332530306067,-3.632751814214885,117.0100060678611,-41.17240080740437,26.79196001941403,user,rest,medium
1789040763340,-9.052027564239502,0.16684613368811552,-3.4091929419368503,101.92849758798772,-19.725946615475543,28.523508596660644,user,rest,medium
1789040763356,-9.196878518244624,0.07287357696308754,-3.2782606231689453,86.06242576872249,-2.2079423190239544,31.04618090999691,user,rest,medium
1789040763373,-9.219622264972328,-0.05686205196669325,-3.6088097976133224,80.46062563036902,-1.8779901809292132,29.370923336794956,user,rest,medium
1789040763390,-9.069985245734452,0.36975448235776276,-4.872499361364543,104.20025948706899,-26.703539805513632,21.79100308461012,user,rest,medium
1789040763406,-8.804976464954018,0.5101146186165045,-5.380817716814577,130.34375110139825,-36.68382246602002,20.173643317455078,user,rest,medium
1789040763423,-8.13879043753743,0.716464919866994,-4.518157807922363,140.25647294572946,-28.320228506582726,27.213073625143874,user,rest,medium
1789040763440,-8.029105489459633,0.5042787429367191,-3.31372415073812,132.8039032781668,-12.548367194086774,40.31766410447981,user,rest,medium
1789040763456,-8.172308676257728,0.5000888534988276,-3.2158608656182883,130.91338887817733,-12.25298712569311,46.36026757639297,user,rest,medium
1789040763473,-8.520215520477294,0.532410594177246,-3.7168475630059836,143.2899921825639,-26.91752792466284,47.5857776833171,user,rest,medium
1789040763489,-8.555829854694009,0.43499641366493885,-4.13029655445516,167.07089404222907,-47.6745155010139,46.36181119914539,user,rest,medium
1789040763506,-8.266431313544512,0.6527192915321793,-4.324975369207561,197.58593895179828,-63.066503889988546,48.65992738313915,user,rest,medium
1789040763523,-8.053046337017417,0.9346365644150413,-4.364927878759056,220.70846521698758,-69.22768969117689,55.81481691610514,user,rest,medium
1789040763540,-8.12741681060791,1.2158054300833958,-4.215889409936219,257.23672670956597,-82.75571945565505,64.8186796385286,user,rest,medium
1789040763556,-8.224232924762367,1.2713208486475283,-3.845386410766095,282.6697010652955,-94.99743335412306,68.61375130744112,user,rest,medium
1789040763573,-8.965088700976967,1.1020808609299506,-2.8235116530820727,300.1949009660377,-102.23340406272627,67.84021189336967,user,rest,medium
