epoch_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,participant,label,category
1789072591987,-5.231629318127036,-6.844723271179199,-4.318691174371541,16.28296266054071,6.043179342237562,12.829024789724475,user,rest,heavy
1789072592005,-4.66719569222331,-6.677427261132001,-3.457825455419719,0.799679988768121,17.204416651277963,19.60679225785738,user,rest,heavy
1789072592020,-3.6942525770992036,-5.814318731689453,-3.296366773223877,0.8904239610902063,17.83658822500308,37.32459324791018,user,rest,heavy
1789072592038,-3.066222969597578,-5.818208140343427,-4.204517682702839,16.54457085858325,5.1583838305494165,38.03374446867593,user,rest,heavy
1789072592054,-5.488407446178794,-5.8069859045833345,-3.821595054681599,32.44211106690202,-8.310921248105448,19.72346042661766,user,rest,heavy
1789072592070,-4.044404569897055,-5.966948503002524,-3.5574849763065575,44.295665314838196,-12.881979246359585,27.926418582060005,user,rest,heavy
1789072592087,-3.3643016608089207,-5.923105269622803,-3.0321073495060205,41.86098632857921,-14.060150165919994,37.886038212779816,user,rest,heavy
1789072592104,-3.8009447731018065,-5.638194687542319,-2.0317796761110425,35.77858675946696,-14.410157233521774,44.42178817295707,user,rest,heavy
1789072592120,-3.6848254080623386,-5.701940891265869,-2.1339824517399073,31.044801211784566,-15.46238373365538,57.52826549205122,user,rest,heavy
1789072592137,-3.981107278984785,-5.5906093450248235,-2.419789982660115,38.570843224249046,-19.36941927853734,61.378081127161394,user,rest,heavy
1789072592154,-4.955248079460859,-5.808931193432212,-3.035698067474365,52.2048570340783,-25.27807761818468,58.55370228271274,user,rest,heavy
1789072592170,-5.0366515204280615,-5.704334508404135,-3.0337536554083226,71.84219731299856,-37.79912747068599,59.83811935613364,user,rest,heavy
1789072592187,-5.068973242840171,-5.8538224745601415,-2.8449104149416087,78.78920320838604,-42.2022328247968,60.67226303871062,user,rest,heavy
1789072592204,-5.792022144207358,-6.242281693920493,-2.2954411339357494,74.9894187089462,-36.857643950207674,61.34737259665302,user,rest,heavy
1789072592220,-5.534944740948081,-6.3052797096252435,-1.8329115929752586,69.13113813706958,-35.08941042692892,71.84919142670866,user,rest,heavy
1789072592237,-5.311985880389809,-6.411821683502197,-1.702277818762511,63.50291882700651,-34.070575014100214,84.14338849875904,user,rest,heavy
